comparison_id,plan_id,role_code,role_title,requirement_id,python_expected_text,genai_generated_text,match_status,coverage_status,traceability_status,validation_status,disagreement_explanation
CMP-PLAN-HAS-EMP-007-003,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-AERO-056,Field Specification Clause 56.3,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-004,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-AERO-086,Field Specification Clause 86.6,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-005,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-AERO-116,Field Specification Clause 116.9,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-006,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-AERO-146,Field Specification Clause 146.3,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-007,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-SAF-001,5-Meter Propeller Clear Zone,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-008,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-SAF-002,ANSI Eye & Kevlar Cut Protection,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-009,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-AERO-046,Field Specification Clause 46.2,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-010,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-AERO-076,Field Specification Clause 76.5,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-011,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-AERO-106,Field Specification Clause 106.8,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-012,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-AERO-136,Field Specification Clause 136.2,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-013,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-QA-002,IMU Drift Limit Specification,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-014,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-HR-001,Code of Conduct Acknowledgment,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-015,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-AERO-036,Field Specification Clause 36.1,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-016,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-AERO-066,Field Specification Clause 66.4,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-017,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-AERO-096,Field Specification Clause 96.7,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-018,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-AERO-126,Field Specification Clause 126.1,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-019,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-AERO-156,Field Specification Clause 156.4,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-HAS-EMP-007-020,PLAN-HAS-EMP-007,HAS,Hardware Assembly Specialist,REQ-HR-003,Flight Operations On-Site Mandate,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-001,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-OPS-001,Lost-Link 400ft Return-to-Home,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-002,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-HR-001,Code of Conduct Acknowledgment,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-003,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-032,Quality Specification Clause 32.6,Omitted,MISSING_IN_AI,Missing,Content Supported Only,Flagged,Mandatory requirement REQ-AERO-032 (Quality Specification Clause 32.6) was not covered in AI plan.
CMP-PLAN-MCO-EMP-003-004,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-062,Quality Specification Clause 62.9,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-005,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-092,Quality Specification Clause 92.3,Omitted,MISSING_IN_AI,Missing,Content Supported Only,Flagged,Mandatory requirement REQ-AERO-092 (Quality Specification Clause 92.3) was not covered in AI plan.
CMP-PLAN-MCO-EMP-003-006,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-122,Quality Specification Clause 122.6,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-007,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-152,Quality Specification Clause 152.9,Omitted,MISSING_IN_AI,Missing,Content Supported Only,Flagged,Mandatory requirement REQ-AERO-152 (Quality Specification Clause 152.9) was not covered in AI plan.
CMP-PLAN-MCO-EMP-003-008,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-OPS-002,30-Second Hard Geo-Fence FTS Override,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-009,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-SEC-001,Telemetry Encryption Mandate,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-010,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-022,Quality Specification Clause 22.5,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-011,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-052,Quality Specification Clause 52.8,Omitted,MISSING_IN_AI,Missing,Content Supported Only,Flagged,Mandatory requirement REQ-AERO-052 (Quality Specification Clause 52.8) was not covered in AI plan.
CMP-PLAN-MCO-EMP-003-012,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-082,Quality Specification Clause 82.2,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-013,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-112,Quality Specification Clause 112.5,Omitted,MISSING_IN_AI,Missing,Content Supported Only,Flagged,Mandatory requirement REQ-AERO-112 (Quality Specification Clause 112.5) was not covered in AI plan.
CMP-PLAN-MCO-EMP-003-014,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-142,Quality Specification Clause 142.8,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-015,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-SEC-004,Ground Station Hardware MFA,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-016,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AIR-001,FAA Part 107 Remote Pilot License,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-017,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-042,Quality Specification Clause 42.7,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-018,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-072,Quality Specification Clause 72.1,Omitted,MISSING_IN_AI,Missing,Content Supported Only,Flagged,Mandatory requirement REQ-AERO-072 (Quality Specification Clause 72.1) was not covered in AI plan.
CMP-PLAN-MCO-EMP-003-019,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-102,Quality Specification Clause 102.4,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-020,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-132,Quality Specification Clause 132.7,Omitted,MISSING_IN_AI,Missing,Content Supported Only,Flagged,Mandatory requirement REQ-AERO-132 (Quality Specification Clause 132.7) was not covered in AI plan.
CMP-PLAN-MCO-EMP-003-021,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-AERO-162,Quality Specification Clause 162.1,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-MCO-EMP-003-022,PLAN-MCO-EMP-003,MCO,Mission Control Operations Specialist,REQ-SAF-003,4-Hour ASAP Incident Reporting,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-001,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-QA-001,Dual Pre-Flight Inspection Sign-Off,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-002,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-HR-003,Flight Operations On-Site Mandate,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-003,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-QA-002,IMU Drift Limit Specification,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-004,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-021,Hardware Specification Clause 21.4,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-005,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-051,Hardware Specification Clause 51.7,Omitted,OPTIONAL_OMITTED,Optional Uncovered,Content Supported Only,Info,
CMP-PLAN-QAT-EMP-002-006,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-081,Hardware Specification Clause 81.1,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-007,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-111,Hardware Specification Clause 111.4,Omitted,OPTIONAL_OMITTED,Optional Uncovered,Content Supported Only,Info,
CMP-PLAN-QAT-EMP-002-008,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-141,Hardware Specification Clause 141.7,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-009,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-SAF-001,5-Meter Propeller Clear Zone,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-010,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-SAF-002,ANSI Eye & Kevlar Cut Protection,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-011,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-041,Hardware Specification Clause 41.6,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-012,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-071,Hardware Specification Clause 71.9,Omitted,OPTIONAL_OMITTED,Optional Uncovered,Content Supported Only,Info,
CMP-PLAN-QAT-EMP-002-013,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-101,Hardware Specification Clause 101.3,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-014,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-131,Hardware Specification Clause 131.6,Omitted,OPTIONAL_OMITTED,Optional Uncovered,Content Supported Only,Info,
CMP-PLAN-QAT-EMP-002-015,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-161,Hardware Specification Clause 161.9,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-016,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-HW-001,Cleanroom ESD Resistance Verification,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-017,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-HR-001,Code of Conduct Acknowledgment,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-018,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-031,Hardware Specification Clause 31.5,Omitted,OPTIONAL_OMITTED,Optional Uncovered,Content Supported Only,Info,
CMP-PLAN-QAT-EMP-002-019,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-061,Hardware Specification Clause 61.8,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-020,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-091,Hardware Specification Clause 91.2,Omitted,OPTIONAL_OMITTED,Optional Uncovered,Content Supported Only,Info,
CMP-PLAN-QAT-EMP-002-021,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-121,Hardware Specification Clause 121.5,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-QAT-EMP-002-022,PLAN-QAT-EMP-002,QAT,Avionics QA & Test Technician,REQ-AERO-151,Hardware Specification Clause 151.8,Omitted,OPTIONAL_OMITTED,Optional Uncovered,Content Supported Only,Info,
CMP-PLAN-SEC-EMP-005-001,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-SEC-001,Telemetry Encryption Mandate,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-002,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-044,Compliance Specification Clause 44.9,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-003,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-074,Compliance Specification Clause 74.3,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-004,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-104,Compliance Specification Clause 104.6,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-005,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-134,Compliance Specification Clause 134.9,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-006,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-164,Compliance Specification Clause 164.3,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-007,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-SEC-002,Cryptographic Key Rotation,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-008,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-SEC-003,Flight Telemetry 7-Year Retention,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-009,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-034,Compliance Specification Clause 34.8,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-010,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-064,Compliance Specification Clause 64.2,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-011,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-094,Compliance Specification Clause 94.5,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-012,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-124,Compliance Specification Clause 124.8,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-013,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-154,Compliance Specification Clause 154.2,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-014,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-SEC-004,Ground Station Hardware MFA,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-015,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-OPS-001,Lost-Link 400ft Return-to-Home,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-016,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-024,Compliance Specification Clause 24.7,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-017,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-054,Compliance Specification Clause 54.1,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-018,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-084,Compliance Specification Clause 84.4,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-019,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-114,Compliance Specification Clause 114.7,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-020,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-AERO-144,Compliance Specification Clause 144.1,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
CMP-PLAN-SEC-EMP-005-021,PLAN-SEC-EMP-005,SEC,Cyber Security Operations Analyst,REQ-HR-001,Code of Conduct Acknowledgment,Included in Modules/Tasks,MATCH,Covered,Fully Traceable,Verified,
